review,sentiment,acting,storyline,emotional arousal,cinematography,soundtrack,directing,background setting,editing
"Like most other reviewers, I really enjoyed this TV miniseries. I didn't see it when it first came out, but my grandfather - a big fan of mysteries and war films - happened to record it in 1989. I remember watching it at my grandparents' cabin one night and I was completely drawn into the story! It has a very intriguing plot and a good mix of drama, romance, and espionage. I've seen lots of films that are set during WWII, but none with a twist like this! Thankfully, I was able to make a VHS copy of the film several years ago. I've watched it several times since then and I still enjoy it. I would love for this film to be released on DVD. It would be so much easier to view with chapters.",Positive,Positive,Positive,Positive,unknown,unknown,Positive,Positive,unknown
"It seems on the surface to be a romantic _planes, trains and automobiles_ but at times tried for something more, where it failed miserably. Some may like the nontraditional ending, but the attempts at ""deep insight"" into the world of marriage flopped around not really going anywhere.<br /><br />But if you were interested by the story, the movie tried other methods to distract you. The unnecessary special effects, of which the falling rain was the most obvious, served to do nothing but annoy. The camera-work is erratic at best.<br /><br />One note of caution, however. My movie experience as a whole was less than satisfying, sitting in the first row with a group of young'uns around...",Negative,unknown,Negative,Negative,Negative,unknown,unknown,unknown,unknown
"I didn't really go into ""Reign Over Me"" knowing exactly what to expect either from the director or the story. The plot was easy enough to understand, I suppose. This guy's whole family died in 9/11, and he shuts the world out of his life. Alright. I didn't know if it was going to use the attachment of terrorism as a platform to speak on that or other issues relating to it, and it really doesn't on a very obvious level, so if you're scared to be surrounded by political opinions that may be different from yours, I wouldn't worry about it. I think the writing even made a point never to explicitly mention ""September the eleventh"".<br /><br />Overall, I was impressed. It was a very moving picture. The movie has a sense of humor, and it is very sharp, but it is definitely a drama where it counts. I typically don't like to think that comedic actors are incapable of actually acting, but sometimes, let's be honest, they are. Adam Sandler is definitely capable of it (and though I think so, you may disagree, Jim Carrey is also very well-rounded.. sometimes). Sandler's portrayal of Charlie Fineman took a character that on the surface seems completely unreal and makes it become absolutely believable. I read many reviews that criticized the writing of Alan Johnson's (Don Cheadle in another excellent role, if not one that seems similar to a few of his more recent pictures)wife, who is played well by Jada Pinkett Smith, calling her static and dull, but that is completely untrue.<br /><br />She has depth, but some of it gets hidden behind the main story, which does drift in and out of focus occasionally. (Which also brings to mind some very unusual transitions done early in the movie, with a weird ""Make everything out of focus"" fadeout. After about the first 40 minutes, they aren't used anymore. Maybe it's significant for the characters outlook, artistically, or maybe they just realized how irritating it was.) The film gradually begins to reveal to us the point (one of several, but definitely the most explicit) of the story, which is that sometimes people have to deal with grief in their own way. Maybe it seems unorthodox to us, maybe it seems downright unhealthy, but maybe what some people want more than anything is just to forget. To just exist. The films soundtrack was excellent, and it used music to pursue and amplify moods, rather than establish them, which gives credit to the actors and the writers.<br /><br />The movie takes it's name from the song ""Love, Reign O'er Me"", off of The Who's rock opera, Quadrophenia. The song itself is fairly insignificant to the actual story, but it is used powerfully in the movie over the course of the climax, and at the very end. The movie is paced well, and does not feel like it's dragging anywhere in it's length, which is a little over 2 hours. If you can accept Adam Sandler's portrayal of this deeply heartbroken and broken down man, you will enjoy the movie. You will become entangled in the story, and you will genuinely feel for the characters in every minute of it. It is not the best movie of the year, and there's nothing groundbreaking or positively amazing in it, but it's a very enjoyable, watchable movie, all in all.",Positive,Positive,Positive,Positive,unknown,Positive,unknown,unknown,unknown
"Start with the script. I have seen cartoons with more depth than ""Envy"". Anytime characters keep repeating what you have already seen, and was not funny the first time, a movie is in deep trouble, which ""Envy"" certainly is. A movie that relies on one joke had better have somewhere to go with it. Here we have a film that goes absolutely nowhere. Christopher Walken especially would like to forget this bomb, because his character is so weak. Ben Stiller has been in some pretty good black comedies, ""Flirting With Disaster"", and ""Duplex"", immediately come to mind. Be certain that ""Envy"" is not a black comedy. There are no double meanings, just total nonsense. ""Envy"" deserves it's low rating, because like it's subject matter, it stinks. - MERK",Negative,Negative,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"Earth has been destroyed in a nuclear holocaust. Well, parts of the Earth, because somewhere in Italy, a band of purebred survivors--those without radioactive contamination--are holed up in a massive mansion surrounded by lush grounds, waiting for the next opportunity to go hunting for those with polluted blood. The Final Executioner is the story of one of their would be victims, Alan (William Mang, who looks, not surprisingly, a lot like Kurt Russell), and his efforts to take down the legally sanctioned hunters, who are led by Edra (Marina Costa) and Erasmus (Harrison Muller Jr. ). Alan has been trained to kill by former NYPD cop Sam (Woody Strode) who mostly hangs around giving his pupil moral support and mooching for tinned meat. Strode is by far the best thing about the film, though he doesn't look at all well and only appears for about a third of the running time. As for the story, it's a blending of elements from better films and stories, including Ten Little Indians, The Most Dangerous Game, and Escape From New York. The Final Executioner moves along at a fair pace and provides reasonable entertainment for less discriminate action fans.",Negative,Positive,Positive,unknown,unknown,unknown,unknown,Negative,unknown
"""You got any beans? Beans is good. You just eat them and you go."" I couldn't help but laugh at that bit of dialog. Beans are the musical fruit, you know. The more you eat them, the more you go toot, toot, toot.<br /><br />Hmmmm... OK, i can understand why the actors were in this because they needed paychecks to pay their bills with, but i'm not really too sure what the intentions of the director and the writer were. Even after watching the making-of documentary in the DVD extras.<br /><br />Mike Rooker gave this a performance it really didn't deserve. I've seen him in other movies MUCH better than this one. What would have vastly improved this movie was to throw everything out, keep Rooker and instead made another entry into ""The Substitute"" franchise. Rooker would have made for a terrific substitute teacher who instructs naughty and morally-impaired youth regarding the error of their ways and how they can become more useful and productive members of society.<br /><br />Casper, you really shouldn't be just pushing through the undergrowth like that as you could get poison oak. Whoops. Never mind. I guess poison oak is the least of your worries now. Well, at least this time your croaking wasn't done by the tail of giant python. There are few things more embarrassing than being skewered through the chest by a giant snake. At least the death scene in this movie had a bit more dignity to it. As well as a more liberal smearing of karo syrup and red food dye. Nothing says sad and tragic death like the liberal use of karo and red dye!<br /><br />First time i've seen a monster wear a shiny rayon cape with a fur collar ruff. First time for everything, i guess. Just to be nitpicky, though, if this was an Indian ghost, how come it looked exactly like a monster out of European culture and folklore? Wouldn't the monster have been more sort of more indianish?<br /><br />While i did watch this all the way to the end credits, i don't realistically believe that i could in good faith recommend it to others.",Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"""Riders of Destiny"" was the first of several westerns Wayne made for the Lone Star arm of Monogram Pictures between 1933 and 1935. In this entry, the producers try to make the Duke into a singing cowboy called ""Singin' Sandy Saunders with hilarious results. Any Wayne fan knows that the Duke couldn't have carried a tune if his life had depended on it. His voice was apparently dubbed by Smith Ballew whose deep baritone sounds nothing like Wayne. Wayne looks awkward and uncomfortable in ""performing"" the musical numbers. Thank heavens the singing cowboy experiment soon ended.<br /><br />As for the movie itself, it contains a standard ""B"" western plot of the fight over water rights between the villain (Forrest Taylor) and the local ranchers. Duke, of course plays the hero. He had not yet developed his on screen character and still looked like a poverty row cowboy.<br /><br />Also cast in the film were George (pre-Gabby) Hayes as the heroine's father, Cecilia Parker as the heroine and Yakima Canutt as ""one of the boys"" who performs his ""falling from the racing horses under the wagon"" stunt while doubling Wayne. Both Canutt and Hayes would go on to appear with Wayne in most of the other entries in the series. Canutt, in particular would have a profound effect on Wayne's future development teaching him, among other things, how to move, fight and look comfortable on a horse.<br /><br />As ""B"" westerns go this one isn't too bad, however, I have to give it a failing grade because of the ""singing"".",Negative,unknown,unknown,unknown,unknown,Negative,unknown,unknown,unknown
"Here's another entertaining Clint Eastwood action-suspense film. I am not a particularly fan of his but I have to hand to him: he knows how to make entertaining movies. This is one more example. It didn't hurt, either, to have John Malkovich as his co-star. Now there is an intense actor! In this story, Malkovich plays an assassin, and he is fascinating to watch, thanks to his different disguises and the terrific dialog he was given. He also has a interesting voice.<br /><br />Rene Russo is fairly low-key (for her), but that's fine and Eastwood plays the usual loner-cop role, not appreciated by his superiors but showing them all up in the end. I guess he couldn't stop playing the ""Dirty Harry""-type figures, but he played them well.<br /><br />There were some negatives this film, however, namely: credibility in parts as there were a couple of times, had this been real-life, the killer would have done away with Eastwood. The climatic scene, in particularly, had too many holes in it. There also were too many abuses of Lord's name in vain in here.<br /><br />Overall, however, this is good, escapist fare.",Positive,Positive,Positive,Positive,unknown,unknown,Positive,unknown,unknown
"At first glance, this movie has got everything a psycho wants: a vampire story with a ""not under 18"" restriction, filled with hyper-violence, drugs, gore, sex (including lesbian sex), some fanatics zealots and even a gay necrophiliac cop! But then, this movie is a succession of bad story (so thin), bad acting -with a ridiculous english accent making you believe you're watching a bad Monty Python -, bad music ('80s hard rock), the videotaping is awful, the ending is a real shame... Plus the scenes of sex are ridiculous, the gore not very impressive. And those vampires reflect in a mirror, and don't even fear daylight! You get to be very disappointed, unless you see it as a ""Space Mutiny"" or ""Troll 2"". I hope Bloodlust will one day reach the bottom 100, because that's its real place.<br /><br />I'd say it can still be fun to watch, if you have friends and enough beer.<br /><br />3/10",Negative,Negative,Negative,unknown,Negative,Negative,Negative,unknown,unknown
"Husband-and-wife doctor team Carole and Niles Nelson are doing modestly well in their careers, but Niles has a gambling problem. His luck changes when he (unknowingly) saves the life of a gangster from Joe Gurney's mob and gets a big bonus from the gangleader himself. Loving his change of fortune (and snazzy new apartment), Niles continues to receive payoffs for patching up other injured members of the gang. Unfortunately, his shady deals come to light in a police raid, which hangs a shadow over his wife's career as well.<br /><br />At this point the plot comes into focus, as Carole Nelson has to rescue her career before her license is suspended. This involves bringing the gang to justice more or less single- handedly. <br /><br />This is not a hard-edged gangster picture, but a plot that might have been comfortable on a show like MATLOCK or MURDER SHE WROTE. There is some tension, but the mood is kept light by Bogart's tongue-in-cheek performance of a stupid gangster who imagines himself as the ""Napoleon of Crime."" His other gang members also function more as stooges than hoodlums. And there's some snappy dialog between Bogart and Francis, especially when she's treating his injuries at his hideout. Of course, as in all gangster flicks, there's a big shootout ending, but with a humorous twist. This is a good short film showing Bogart on his rise to stardom.",Positive,Positive,Positive,unknown,unknown,unknown,unknown,unknown,unknown
"Lost, probably the best t.v series ever made. the storyline is clever and when all your questions are answered watching one episode, 100 more are raised. if lost can carry on it's magnificent ways and not get too carried away then it will be stapled the best show ever. The survivors of a plane crash are forced to live with each other on a remote island, a dangerous new world that poses unique threats of its own. after reading this your thinking how on earth can that be interesting? and heres your answer, every season SO FAR has always been full of surprises, your always questioning your self why did that just happened and what's gonna happen next each time, very unexpected thing's happen and the story goes on wonderfully SO FAR! The series just sucks you in, it's chilling and very addictive, everything from the wonderful creators and directing to the magnificent performances by the cast creates a very believable story. Lost is simply unbelievable, amazing, highly entertaining, top notch, t.v at it's best.How ever you want to put it. <br /><br />Lost beat's all other show's by a landslide. And if your hating or criticising Lost you don't know how to watch t.v or watch drama. Lost simply doesn't disappoint, you would think a series carrying on for so long can't keep getting better. But it does! It just keep's on flowing it's unlike anything you would ever think off. ""Every thing happens for a reason."" And that is truly shown in the series. Eventually you will reach a point were all the clues and everything that's happened or being done adds up. You will feel and realise how the characters have changed and how and why everything is going on. <br /><br />The 10 minutes of excitement: You see something you didn't see coming, something major has happened to character or on the island. There's hope somewhere. You see a major twist that can or will change everything. You hear your thought's churn, you wonder what's gonna happen next. Your heart beating. The 30 minutes of brilliance: You see a flawless scenes, tension building, you hear wonderful music by Michael Giacchino. You see great flash backs, impressive acting. You see wittiness, chilling atmosphere, which then get's converted back into tension.<br /><br />Everyone has there show that they are addicted too, that they can't get enough of, that they admire every minute and can't wait for the next episode, That they talk about 24/7. Too me and many others it's this series. Lost. Once you start watching, you won't get enough. The creators did a flawless job. Lost is completely unique and original, you won't see anything like it. The clever idea of ""flashbacks and flashforwards"" and something major and different in every season sucks your thoughts. Would they ever make a series like ""LOST""? Something so interesting and something you will always remember. It simply has stunned the world when it hit t.v. A new generation of dramatic/sci-fi. A instant classic before it reached out to the viewers.<br /><br />I'm sure you all heard of lost and it's 5 star reviews, and your annoying friend that won't stop telling you about it, so what's stopping you from watching?<br /><br />Every episode leads to something new and it just doesn't stop getting better and better, you get more interested as it goes along, you learn things that are on the island that you wouldn't even think off. The characters start to become very likable, and if your the critic type you would love to see Lost in further detail, things like how the relationship between characters develop and how they learn the ways to under look and take on challenges from the Island. All together it's a great drama and a flawless series. I guess we just all hope that lost will not have a downfall in the episodes to come and go to far.....so if you don't watch lost, read the comment from the top again and you should change your mind. Seeing is believing, so until you start watching you will never know .I strongly recommend this masterpiece of series: LOST!! start watching!!! You have not seen nothing until you watch LOST!!!",Positive,Positive,Positive,Positive,unknown,Positive,Positive,unknown,unknown
"When will the hurting stop? I never want to see another version of a Christmas Carol again. They keep on making movies with the same story, falling over each other in trying to make the movie better then the rest, but sadly fail to do so, as this is not a good story. Moralistic, old-fashioned, conservative happy-thinking. As if people learn. The numerous different versions of this film prove that we don´t.",Negative,unknown,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"Last night I got to see an early preview screener of Prozac Nation. Because I love everything that Christina Ricci does I was very excited at first, but as the movie continued I started to wonder where it was going. Based on a true story, it is simply about Christina Ricci's character and her struggle with depression, drugs, friends and family as you can probably tell from the title. In my opinion this movie moved too fast, and it was way too dramatic. I would say there was a dramatic moment every five minutes, and the movie moved through her life extremely fast, and this left no room for us to connect with Christina Ricci's character. Christina Ricci's performance was fantastic as always but Jessica Lange stood out throughout the whole movie, and I believe this movie's success will be all because of her and Christina Ricci. I would rate this 4 out of 10 and I would suggest you rent this one or read the books by Elizabeth Wurtzel they are good and definitely worth checking out.",Negative,Positive,Negative,Negative,unknown,unknown,unknown,unknown,unknown
"I love the movie. It brought me back to the best time of my life. <br /><br />We need that time again, now more than ever. For me it was a time of freedom, learning, and finding myself. I will always miss it. There will never be another time like the 60's, unfortunately.",Positive,Positive,unknown,Positive,unknown,Positive,unknown,unknown,unknown
"This movie was way over-hyped. A lot of the viewers, who thought this was ""amazing"" must have been into the old school movies, cause the whole movie is set in the past. At first I thought the movie was just showing something from the past, so I was expecting that faded dreamy like lighting on the characters to pass, but it just going. Basically this was a movie trying to mix the future with the past, and the 2 don't mix very well in this movie, even with special effects. You could actually see the blue screen the actors were working with. There are too many movies out there that do exactly what this movie did, so there is no reason for critics to hype this movie up saying ""it's the greatest movie ever done"". It's just crap on a stick. It also didn't help that the story line was sooo crappy. I don't understand why Hollywood agreed to have this movie produced, and I also don't understand how actors/actresses in this movie are willing to be in a movie like this. It's almost as though everybody read the script and forgot to read the fine print...""It will all be done on a computer"". This was a movie that should have been on a movie network, because nothing about this movie was revolutionary. I'm very upset with myself for paying money to see this. Whatever you do, don't waste your time and money on this movie today or tomorrow.",Negative,unknown,Negative,Negative,Negative,unknown,unknown,Negative,unknown
A somewhat dull made for tv movie which premiered on the TBS cable station. Antonio and Janine run around chasing a killer computer virus and...that's about it. For trivia buffs this will be noted as debuting the same weekend that the real life 'Melissa' virus also made it's debut in e-mail inboxes across the world.,Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"The Broadway musical, ""A Chorus Line"" is arguably the best musical in theatre. It's about the experiences of people who live for dance; the joys they experience, and the sacrifices they make. Each dancer is auditioning for parts in a Broadway chorus line, yet what comes out of each of them are stories of how their lives led them find dance as a respite. <br /><br />The film version, though, captures none of the passion or beauty of the stage show, and is arguably the worst film adaptation of a Broadway musical, as it is lifeless and devoid of any affection for dance, whatsoever. <br /><br />The biggest mistake was made in giving the director's job to Sir Richard Attenborough, whose direction offered just the right touch and pacing for ""Gandhi."" Why would anyone in his or her right mind ask an epic director to direct a musical that takes place in a fairly constricted place?<br /><br />Which brings us to the next problem. ""A Chorus Line"" takes place on stage in a theatre with no real sets and limited costume changes. It's the least flashy of Broadway musicals, and its simplicity was its glory. However, that doesn't translate well to film, and no one really thought that it would. For that reason, the movie should have taken us in the lives of these dancers, and should have left the theatre and audition process. The singers could have offered their songs in other environments and even have offered flashbacks to their first ballet, jazz or tap class. Heck, they could have danced down Broadway in their lively imaginations. Yet, not one shred of imagination went into the making of this film, as Attenborough's complete indifference for dance and the show itself is evident in his lackadaisical direction.<br /><br />Many scenes are downright awkward as the dancers tell their story to the director (Michael Douglas) whether he wants to hear them or not. Douglas' character is capricious about choosing to whom he extends a sympathetic ear, and to whom he has no patience. <br /><br />While the filmmakers pretended to be true to the nature of the play, some heretical changes were made. The very beautiful ""Hello Twelve, Hello Thirteen, Hello Love""--a smashing stage number which took the dancers back to their adolescence--was removed and replaced with the dreadful, ""Surprise,"" a song so bad that it was nominated for an Oscar. Adding insult to injury, ""Surprise"" simply retold the same story as ""Hello, Love"" but without the wit or pathos.<br /><br />There is no reason to see this film unless you want a lesson in what NOT to do when transferring a Broadway show to film. If you want to see a film version of this show, the next closest thing is Bob Fosse's brilliant ""All That Jazz."" While Fosse's daughter is in ""A Chorus Line,"" HE is the Fosse who should have been involved, as director. He would have known what to do with this material, which deserved far greater respect than this sad effort.",Negative,unknown,Negative,Negative,unknown,unknown,Negative,Negative,unknown
"this show is one of the worst shows of ALL TIME! absolutely no original jokes and they're always a year late. like in 2009 they will finally say something about Michael Vick's dogfights. all of the cast members are people who wanted to be on S.N.L but had to go to the lowest of the low, mad TV.its an hour of mad magazine jokes witch aren't funny to begin with, told by terrible John Stewart wanna bees. so if you have any problem tell me id love to hear the opinion of the 3 people who watch this show. family guy put it well ""Osama bin Ladin was hiding in the one place no one would look, the cast of mad TV. There is a reason why no one watches the show.",Negative,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"This movie is a touching story about an adventure taken by 15-year-old Darius Weems. Darius has Duchenne Muscular Dystrophy, a still un-curable disease that took the life of his brother at age nineteen and is the number one killer of babies in the United States. Him and a few close friends travel across the country to Los Angeles with the goal of getting his wheelchair customized on MTV's, Pimp My Ride, one of his favorite shows. The journey begins in Georgia, where Darius grew up and has never left. The gang head west for a trip that all its participants will never forget. Darius gets to ride in a boat for the first time, ride in a hot air balloon, swim in the ocean and visit sights he's always wanted to see like the Grand Canyon and New Orleans. The filmmakers here clearly have an emotional connection to the material. They make no money from sales of the $20 dvds. $17 goes toward researching the disease and $3 goes toward making more copies. The film has won over 25 awards at festivals and I agree with the quote given to the film by Variety, ""Certain to stir hearts"".",Positive,unknown,Positive,Positive,unknown,unknown,Positive,unknown,unknown
"I was lucky enough to attend a screening in Stockholm for this elegantly expressed, enjoyable, and thought-provoking film. With romance as the heaviest weapon in its arsenal, Paris je t'aime boldly plunges into love in Paris, navigating the different forms in eighteen separate ""quartiers"" but without pouting Parisiennes and saccharine formulas. Its goldmine undoubtedly stems from frustration on the directors' parts  frustration over only having 5-10 minutes of screen time  thereby you are only presented with the best and most assured direction from each party.<br /><br />Debating whether or not I should review all 18 segments, I reached the conclusion that it would be merely redundant and long-winded. Instead simply rest assured that each director graces the film with their eccentric styles and skills, and certainly you'll find your favourite. Although Gus Van Sant cannot resist the temptation to be introspective, his LES MARAIS is one of the better contributions, even sneaking in a well-placed Kurt Cobain reference. The Coen brothers recreate one of the more accessible segments in Paris, a scene with a muted but emotionally transparent Steve Buscemi, deadpan humour and clever camera angles that surely generated the most laughter in my theatre, and perhaps rightly so. <br /><br />In this way, all story lines are exquisitely unique  filtered through the minds of different directors  but the one that deviates the most from the rest is Vincenzo Natali's QUARTIER DE LA MADELEINE, a dark horror-Gothic love starring Elijah Wood as a lost tourist in the backstreets of Paris in the night who meets a vampiress. With a black-and-white format but blood-red colour contrast that seems to incongruously bleed off screen, it nearly becomes a pastiche of Sin City  a refreshing eerie and visual turn in an otherwise fairly grounded film. <br /><br />Yet my single favourite segment was FAUBOURG SAINT-DENIS by Tom Tykwer but I think I was conditioned to think so, given that I went in the theatre with him as my favourite and nudged my friend in the side saying ""finally, that's my favourite director here"". Nevertheless, it cannot be denied that Tykwer delivers a lovely segment in which a blind boy picks up the phone, and hears from his girlfriend (Portman - for once not annoying) that she breaks up with him, and he reflects on their relationship. As is Tywker's style, the story is dizzyingly fast-paced, kinetic and repetitive, featuring screaming and running (Lola Rennt) making it the most adrenaline-pumping segment in Paris je t'aime and possibly also the most touching once Tywker starts wielding his most powerful tool  music.<br /><br />To fill the negative account, clearly not all directors manage as touching as Tywker, Van Sant, Cohens, Coixet and Dépardieu. Sylvain Chomet scrapes the bottom of the pile by carving out a truly disposable segment in which a little boy retells the story of how his parents met. They are two lonely mimes. This part is so in-your-face French and desperately quirky that it is insulting to international viewers. Suwa also directs a poor and fluffy segment with an unusually haggard-looking Juliette Binoche whom mourns the loss of her son. Nothing else happens. Finally, the wrap-up and interweaving of the 18 stories in the end feels somewhat rushed and half-hearted.<br /><br />Yet Paris je t'aime truly spoils you with quality, for all the other stories are well-crafted with crisp acting and amusing writing. It is certainly one of the highlights of 2006 (not saying much, I suppose) and a very personal film in the sense that it is unavoidable to pick a favourite and a least favourite. Highly recommended both to mainstream of ""pretentious"" (heh) audiences.<br /><br />8 out 10",Positive,Positive,unknown,Positive,Positive,unknown,Positive,Positive,unknown
Made it through the first half an hour and deserved a medal for getting that far. Lots of excuses for scantily clad women but no real plot to speak of emerged in that time. What sounded like a good idea for a movie was badly executed.,Negative,unknown,Negative,Negative,unknown,unknown,Negative,unknown,Negative
"Imagine a world, in which everyone treats anyone nicely, no foul word is ever uttered, office bickering is nonexistent, and your boss invites the office crowd regularly to self-cooked dinners where you can chat about latest interior design styles. Everything is neat, pleasant - well, just nice. In other words: you are in hell. After being dropped off in the middle of nowhere, mid-thirties Andreas (Trond Fausa Aurvaag) starts a new job as a book-keeper in a small, clean city. From the beginning he feels foreign in this proper, impersonal world of superficial kindness, surrounded by pleasant but lifeless interior architecture and likewise colleagues. Food tastes of nothing, drinks don't get you drunk, no children anywhere; after initial steps of fitting in, Andreas searches for ways to escape the bland new world. He doesn't know where he came from anymore, but still remembers rich tastes, true feelings - anything beyond the non-committal flatline life he's leading now. THE BOTHERSOME MAN resonates ideas of Huxley and Kafka, but here the cruelty is the omnipresent noncommittal neatness. Unlike PLEASANTVILLE this is not about narrow-minded bigotry, more a fable of our urban free-world civilisation of fitting in. It mostly reminds one of the ingenious FIGHT CLUB scene, in which Edward Norton walks through a mock-IKEA catalogue. Spiced with macabre humour, this Scandinavian laconic tale convinces on every level: story, characters, and relevance. A true screen gem. 8/10",Positive,Positive,Positive,Negative,unknown,unknown,unknown,Positive,unknown
"Harlan Banks is thief at the top of his game, but, after a successful career, he has decided to settle down with his woman and retire. However, he decides to take one last routine job in Las Vegas. All he has to do is drive the car and it seems simple. Unfortunately someone tips the police and after a hectic car chase he winds up in the slam only to escape and take revenge on those who betrayed and got him there in the first place. A typical action-fest ensues.<br /><br />Steven Seagal plays himself (surprise!) wearing a trench-coat and sporting his beloved Colt 1911 along with his usual bone-breaking aikido. The Colt and aikido have always been with him, but the first I recall him with the trench-coat is in 'The Foreigner.' It isn't particularly impressive, but it does add a little notch to Seagal's lethal arsenal of badassness. Or it covers up those extra pounds he is packing. Look at it however way you choose. His main buddy throughout the film is played by Treach (another new thing, a rapper in an action movie) and they both uncover a little conspiracy of bad-guys, on both sides of the law, and give each evil-doer his due.<br /><br />The film's main problem is that is it painfully, and I truly mean painfully, unoriginal. Seagal just follows a clockwork plot throughout the movie and even that manages to get more and more dull as the film progresses. Then it goes from dull to utterly ridiculous in the final scene as people who seemed to be dead on killing each other suddenly, for no reason, start to talk. Groan inducing in every sense of the word. The only real positive thing here is the decent opening - a car chase in Las Vegas complete with flipping police cars and generally entertaining mayhem, but after that brief highlight you've seen it all before. 3/10<br /><br />Rated R: constant violence and profanity",Negative,unknown,Negative,unknown,unknown,unknown,unknown,unknown,unknown
"Well, I AM ""the target market"" & I loved it. Furthermore my husband, also a Boomer with strong memories of the '60s, liked it a lot too. I haven't read the book, so I went into it neutral & I was very pleasantly surprised. It's now on our ""Highly Recommended"" video list.<br /><br />",Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Chillers starts on a cold, dark stormy night as a bus drops off three passenger's outside a bus station, a young boy named Mason (Jesse Emery), a college professor Dr. Howard Conrow (David Wohl) & a woman named Sharon Phillips (Laurie Pennington). Inside they discover that they have missed their connecting bus & are stranded for the night. In the waiting area they find two other people, Ronnie (Jim Wolf) & a sleeping woman named Lindsay (Marjorie Fitzsimmons) who is currently having a terrifying nightmare...<br /><br />While swimming in an indoor pool Lindsay encounters & befriends guy named Billy Waters (Jesse Johnson), the next time Lindsay sees Billy he dives into the pool & then seemingly disappears into thin air before he surfaces. Shortly after Lindsay discovers that Billy Water died in a diving accident 5 years ago...<br /><br />Lindsay wakes up & tells the others about her nightmare, everyone else responds by saying that they too have suffered disturbing dreams recently & decide to share them to pass the time...<br /><br />Next up is Mason who tells a story of how he & two friends, Scott (David R. Hamm) & Jimmy (Will Tuckwiller), are terrorised during a camping trip...<br /><br />Then it's Sharon whose story revolves around a newsman named Tom Williams (Thom Delventhal) who she phones up, in no time at all Tom is at her front door but he actually turns out to be a Vampire...<br /><br />It's Ronnie's turn next & he describes how he discovers that he can bring the dead back to life, unfortunately he brings executed mass murderer Nelson Caulder (Bradford Boll) back to homicidal life...<br /><br />Finally Dr. Conrow tells a tale of how two of his students brought an ancient Aztec war-god named Ixpe (Kimberly Harbour) back to life...<br /><br />Then it's back to the bus station for one last (predictable) twist...<br /><br />Written, produced & directed by Daniel Boyd Chillers is one of the worst horror anthologies I've ever seen & I usually really like this sub-genre. The script by Boyd lacks what is needed for films such as Chillers to work, you can see the final twist coming a mile off & each story is really lame. The first one is totally pointless & didn't seem to have an ending & the best thing about these anthologies are the short snappy stories that are rounded off with a neat twist. The second story is predictable &, again, just ends without any payoff. So it continues throughout Chillers that each story is deeply unsatisfying to watch & have no reward for doing so. The character's & dialogue are poorly written, the stories seem to have no original ideas of their own & as a whole the film totally sucks. At least each story doesn't last long & I liked the idea behind the linking segments.<br /><br />Director Boyd was obviously working with a very low budget & it shows. All I can say is if you want to watch a 15 odd minute short story set entirely within a swimming pool then Chillers is for you. The stories are neither clever, scary or have any sort of tension or build up to anything. Having said that it does have a few nice scenes & some surprising competence shines through on occasion. Violence & gore wise there isn't much happening in Chillers, a ripped out heart, a decapitated head & a bitten off hand is as gory as it gets.<br /><br />Technically Chillers is poor stuff that won't impress anyone. Basic cinematography, bad music, cheap special effects & below average production values. Chillers also features one of the worst closing theme songs ever, period. The acting is also of a very low standard.<br /><br />I am sure a lot of effort was put into Chillers as a low budget film & at least the filmmakers tried so I will give credit for that at least, but that still doesn't stop me from thinking it's crap. Similar anthology films like Tales From the Crypt (1972), Asylum (1972), The Vault of Horror (1973), Dr. Terror's House of Horrors (1965), Creepshow (1982) & Tales From the Darkside: The Movie (1990) are far superior to Chillers so watch one of those instead.",Negative,Negative,Negative,Negative,Negative,Negative,Negative,unknown,unknown
